Group,Card,Number,Variant / Stamp,Source & Distribution,Status,Have,Image,Price Estimate
Calm,"Irelia, Fervent",225/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/40454a8534f7c9444bafd000ffbfc0e5bcc847f0-744x1039.png,
Calm,Seal of Focus,226/221,Overnumbered,Showcase · Gear · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8b6bb0da7d3b37dad51148b7914e7d2b840b6482-744x1039.png,
Mind,"Ahri, Inquisitive",227*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/608f786c30a7e80db87d3c2d45bc0c26b0840c5e-744x1039.png,
Mind,"Ahri, Inquisitive",227/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d4c332e90c97e5e70b996598cd4a0f731b77fdef-744x1039.png,
Mind,"Bard, Mercurial",228*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1b7d48edee47c3eec4e5b554e47359a395777c70-744x1039.png,
Mind,"Bard, Mercurial",228/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9c33fbc2dc78bb6af3d31fab0c0ca58e1141141d-744x1039.png,
Mind,Seal of Insight,229/221,Overnumbered,Showcase · Gear · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eb4559c507f09cabc3735973a1b20d83688d2f9d-744x1039.png,
Mind,"Teemo, Strategist",230/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7f0962b840d228ad551fb9334fe9bdf76d209e7d-744x1039.png,
Mind,"Teemo, Strategist",230*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5e31f0ea037604aa531d84c1d56d26f255210b7c-744x1039.png,
Body,Seal of Strength,231/221,Overnumbered,Showcase · Gear · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dd5c24995d5c6d327b5101da3d6426f1a75a49ef-744x1039.png,
Body,"Sett, Brawler",232*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ea35315d12a86cff8e37fa716c92dc76d9edceb8-744x1039.png,
Body,"Sett, Brawler",232/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a13d5473e205cb9dd8123895c58ed6ac8f19e814-744x1039.png,
Body,"Yone, Blademaster",233/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0bb6fd6e7d1e6fefeeccc82059bdae2eaa000730-744x1039.png,
Body,"Yone, Blademaster",233*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8b190a0e419af24797408f0df4c17b48e8d86e5f-744x1039.png,
Chaos,Seal of Discord,234/221,Overnumbered,Showcase · Gear · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9263b8f36725a4cec320c1049608824ae72f6237-744x1039.png,
Chaos,"Yasuo, Windrider",235/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/74021c17acc45cf743609a825490a0e6dd7466b5-744x1039.png,
Chaos,"Yasuo, Windrider",235*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/40575a59f02c431223ef484edabdf7bd8cb28381-744x1039.png,
Order,"Darius, Executioner",236*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/46fc840c17925406d22703b82ad02f5eb2ab62cf-744x1039.png,
Order,"Darius, Executioner",236/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4f550f321dce06bb09bb47682d5bf2981280ea16-744x1039.png,
Order,"Karma, Channeler",237/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba0113d449813c94534ae0e74f3ef38f9b8010c2-744x1039.png,
Order,"Karma, Channeler",237*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2e2c1cb4016543e3288da2dac3ecc3faf8a98927-744x1039.png,
Order,Seal of Unity,238/221,Overnumbered,Showcase · Gear · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/228dbde67ec37f9a0b28f81e40fce5a8fa7af56b-744x1039.png,
Order,"Soraka, Wanderer",239/221,Overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fc329097625a1f98a564134945950bd3bd3610a3-744x1039.png,
Order,"Soraka, Wanderer",239*/221,Signature overnumbered,Showcase · Unit · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/956c7e0ae3d68327c5e822321841c5bf3c96269a-744x1039.png,
Fury,Mechanized Menace,240/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0234cad3663d52d3120e78f2adbe8a253102a7a3-744x1039.png,
Fury,Purifier,241/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eb2a5262da6044c041ba87becae1dc71d58b2bf7-744x1039.png,
Fury,Glorious Executioner,242/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5a06fcd2cadbdb574d34d210ca97441ec33c9277-744x1039.png,
Fury,Void Burrower,243/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/968eb5c484a25bbebd162f31736024b4ff3b0d07-744x1039.png,
Calm,Fire Below the Mountain,244/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/883dab66da8ed5ab39d968ed7fcaebd5ebaf3d43-744x1039.png,
Calm,Grandmaster at Arms,245/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/941f72a422e0143524b3dd0cba1fd87e4286ecb4-744x1039.png,
Calm,Blade Dancer,246/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8258072391bbb8d24e9d6e603c3ba1434979a911-744x1039.png,
Calm,Emperor of the Sands,247/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/42c04e4d7ef5d7395494587c2e15ac945b37b71e-744x1039.png,
Mind,Prodigal Explorer,248/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3ba4f1d3d61d80e7becc9d046e1974f17bff4b10-744x1039.png,
Mind,Chem-Baroness,249/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5df25d5a1351d0a97e103ef8e155991297b86ca9-744x1039.png,
Body,Battle Mistress,250/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/743887bce0027f549b85bf023475c3587a005581-744x1039.png,
Body,Grand Duelist,251/221,Overnumbered,Showcase · Legend · Official Card Gallery,,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/720df5a56619a6b53aa1217cb84446f2469b40e5-744x1039.png,
